"timestamp","level"
"2012-09-05 13:35:27",0
"2012-09-05 14:05:27",0
"2012-09-05 14:35:27",0
"2012-09-05 15:05:27",0
"2012-09-05 15:35:27",0
"2012-09-05 16:05:27",0
"2012-09-05 16:35:27",0
"2012-09-05 17:05:27",0
"2012-09-05 17:35:27",0
"2012-09-05 18:05:27",0
"2012-09-05 18:35:27",0
"2012-09-05 19:05:27",0
"2012-09-05 19:35:27",0
"2012-09-05 20:05:27",0
"2012-09-05 20:35:27",0
"2012-09-05 21:05:27",0
"2012-09-05 21:35:27",0
"2012-09-05 22:05:27",0
"2012-09-05 22:35:27",0
"2012-09-05 23:05:27",0
"2012-09-05 23:35:27",0
"2012-09-06 00:05:27",0
"2012-09-06 00:35:27",0
"2012-09-06 01:05:27",0
"2012-09-06 01:35:27",0
"2012-09-06 02:05:27",0
"2012-09-06 02:35:27",0
"2012-09-06 03:05:27",0
"2012-09-06 03:35:27",0
"2012-09-06 04:05:27",0
"2012-09-06 04:35:27",0
"2012-09-06 05:05:27",0
"2012-09-06 05:35:27",0
"2012-09-06 06:05:27",0
"2012-09-06 06:35:27",0
"2012-09-06 07:05:27",0
"2012-09-06 07:35:27",0
"2012-09-06 08:05:27",0
"2012-09-06 08:35:27",0
"2012-09-06 09:05:27",0
"2012-09-06 09:35:27",0
"2012-09-06 10:05:27",0
"2012-09-06 10:35:27",0
"2012-09-06 11:05:27",0
"2012-09-06 11:35:27",0
"2012-09-06 12:05:27",0
"2012-09-06 12:35:27",0
"2012-09-06 13:05:27",0
"2012-09-06 13:35:27",0
"2012-09-06 14:05:27",0
"2012-09-06 14:35:27",0
"2012-09-06 15:05:27",0
"2012-09-06 15:35:27",0
"2012-09-06 16:05:27",0
"2012-09-06 16:35:27",0
"2012-09-06 17:05:27",0
"2012-09-06 17:35:27",0
"2012-09-06 18:05:27",0
"2012-09-06 18:35:27",0
"2012-09-06 19:05:27",0
"2012-09-06 19:35:27",0
"2012-09-06 20:05:27",0
"2012-09-06 20:35:27",0
"2012-09-06 21:05:27",0
"2012-09-06 21:35:27",0
"2012-09-06 22:05:27",0
"2012-09-06 22:35:27",0
"2012-09-06 23:05:27",0
"2012-09-06 23:35:27",0
"2012-09-07 00:05:27",0
"2012-09-07 00:35:27",0
"2012-09-07 01:05:27",0
"2012-09-07 01:35:27",0
"2012-09-07 02:05:27",0
"2012-09-07 02:35:27",0
"2012-09-07 03:05:27",0
"2012-09-07 03:35:27",0
"2012-09-07 04:05:27",0
"2012-09-07 04:35:27",0
"2012-09-07 05:05:27",0
"2012-09-07 05:35:27",0
"2012-09-07 06:05:27",0
"2012-09-07 06:35:27",0
"2012-09-07 07:05:27",0
"2012-09-07 07:35:27",0
"2012-09-07 08:05:27",0
"2012-09-07 08:35:27",0
"2012-09-07 09:05:27",0
"2012-09-07 09:35:27",0
"2012-09-07 10:05:27",0
"2012-09-07 10:35:27",0
"2012-09-07 11:05:27",0
"2012-09-07 11:35:27",0
"2012-09-07 12:05:27",0
"2012-09-07 12:35:27",0
"2012-09-07 13:05:27",0
"2012-09-07 13:35:27",0
"2012-09-07 14:05:27",0
"2012-09-07 14:35:27",0
"2012-09-07 15:05:27",0
"2012-09-07 15:35:27",0
"2012-09-07 16:05:27",0
"2012-09-07 16:35:27",0
"2012-09-07 17:05:27",0
"2012-09-07 17:35:27",0
"2012-09-07 18:05:27",0
"2012-09-07 18:35:27",0
"2012-09-07 19:05:27",0
"2012-09-07 19:35:27",0
"2012-09-07 20:05:27",0
"2012-09-07 20:35:27",0
"2012-09-07 21:05:27",0
"2012-09-07 21:35:27",0
"2012-09-07 22:05:27",0
"2012-09-07 22:35:27",0
"2012-09-07 23:05:27",0
"2012-09-07 23:35:27",0
"2012-09-08 00:05:27",0
"2012-09-08 00:35:27",0
"2012-09-08 01:05:27",0
"2012-09-08 01:35:27",0
"2012-09-08 02:05:27",0
"2012-09-08 02:35:27",0
"2012-09-08 03:05:27",0
"2012-09-08 03:35:27",0
"2012-09-08 04:05:27",0
"2012-09-08 04:35:27",0
"2012-09-08 05:05:27",0
"2012-09-08 05:35:27",0
"2012-09-08 06:05:27",0
"2012-09-08 06:35:27",0
"2012-09-08 07:05:27",0
"2012-09-08 07:35:27",0
"2012-09-08 08:05:27",0
"2012-09-08 08:35:27",0
"2012-09-08 09:05:27",0
"2012-09-08 09:35:27",0
"2012-09-08 10:05:27",0
"2012-09-08 10:35:27",0
"2012-09-08 11:05:27",0
"2012-09-08 11:35:27",0
"2012-09-08 12:05:27",0
"2012-09-08 12:35:27",0
"2012-09-08 13:05:27",0
"2012-09-08 13:35:27",0
"2012-09-08 14:05:27",0
"2012-09-08 14:35:27",0
"2012-09-08 15:05:27",0
"2012-09-08 15:35:27",0
"2012-09-08 16:05:27",0
"2012-09-08 16:35:27",0
"2012-09-08 17:05:27",0
"2012-09-08 17:35:27",0
"2012-09-08 18:05:27",0
"2012-09-08 18:35:27",0
"2012-09-08 19:05:27",0
"2012-09-08 19:35:27",0
"2012-09-08 20:05:27",0
"2012-09-08 20:35:27",0
"2012-09-08 21:05:27",0
"2012-09-08 21:35:27",0
"2012-09-08 22:05:27",0
"2012-09-08 22:35:27",0
"2012-09-08 23:05:27",0
"2012-09-08 23:35:27",0
"2012-09-09 00:05:27",0
"2012-09-09 00:35:27",0
"2012-09-09 01:05:27",0
"2012-09-09 01:35:27",0
